Genus Name,Species Name,Synonyms,Family,Order,Class,Common Name,Species Code,Growth Form,Percent Leaf Type,Leaf Type,Growth Rate,Longevity,Height at Maturity (feet)
Eucalyptus,macrorhyncha,,Myrtaceae,Myrtales,Magnoliopsida,Red stringybark,EUMA3,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),116
Eucalyptus,macrorhyncha ssp. cannonii,,Myrtaceae,Myrtales,Magnoliopsida,Capertee Stringybark,EUMA3CA,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),13
Eucalyptus,major,,Myrtaceae,Myrtales,Magnoliopsida,Queensland grey gum,EUMA6,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),66
Eucalyptus,malacoxylon,,Myrtaceae,Myrtales,Magnoliopsida,Moonbi Apple Box,EUMA8,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),20
Eucalyptus,mannifera,,Myrtaceae,Myrtales,Magnoliopsida,Red spotted gum,EUMA7,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),66
Eucalyptus,mannifera ssp. mannifera,,Myrtaceae,Myrtales,Magnoliopsida,Brittle gum,EUMA1MA,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),66
Eucalyptus,marginata,,Myrtaceae,Myrtales,Magnoliopsida,Jarrah,EUMA4,Tree,Hardwood,Evergreen,Fast,,115
Eucalyptus,mckieana,,Myrtaceae,Myrtales,Magnoliopsida,McKie's Stringybark,EUMC,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),30
Eucalyptus,melanophloia,,Myrtaceae,Myrtales,Magnoliopsida,Silver-leaved Ironbark,EUME1,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),20
Eucalyptus,melliodora,,Myrtaceae,Myrtales,Magnoliopsida,Yellow box,EUME,Tree,Hardwood,Evergreen,Fast,,100
Eucalyptus,michaeliana,,Myrtaceae,Myrtales,Magnoliopsida,Hillgrove gum,EUMI6,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),99
Eucalyptus,microcarpa,,Myrtaceae,Myrtales,Magnoliopsida,Narrow-leaved box,EUMI3,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),82
Eucalyptus,microcorys,,Myrtaceae,Myrtales,Magnoliopsida,Australian tallowwood,EUMI,Tree,Hardwood,Evergreen,Fast,,148
Eucalyptus,microtheca,,Myrtaceae,Myrtales,Magnoliopsida,Coolibah tree,EUMI2,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),33
Eucalyptus,miniata,,Myrtaceae,Myrtales,Magnoliopsida,Darwin Woollybutt,EUMI1,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),30
Eucalyptus,mitchelli,Eucalyptus mitchelliana,Myrtaceae,Myrtales,Magnoliopsida,Mount Buffalo gum,EUMI5,Tree,Hardwood,Evergreen,Slow,Long (55+yrs),50
Eucalyptus,moluccana,Eucalyptus hemiphloia,Myrtaceae,Myrtales,Magnoliopsida,Gum-topped box,EUMO1,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),99
Eucalyptus,moorei,,Myrtaceae,Myrtales,Magnoliopsida,Narrow-leaved sally,EUMO2,Tree,Hardwood,Evergreen,Slow,Long (55+yrs),23
Eucalyptus,morrisbyi,,Myrtaceae,Myrtales,Magnoliopsida,Morrisby's gum,EUMO3,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),53
Eucalyptus,morrisii,,Myrtaceae,Myrtales,Magnoliopsida,Grey Mallee,EUMO4,Tree,Hardwood,Evergreen,Slow,Long (55+yrs),4
Eucalyptus,muelleriana,,Myrtaceae,Myrtales,Magnoliopsida,Yellow Stringybark,EUMU2,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),40
Eucalyptus,multicaulis,,Myrtaceae,Myrtales,Magnoliopsida,Whipstick mallee ash,EUMU1,Tree,Hardwood,Evergreen,Slow,Long (55+yrs),26
Eucalyptus,neglecta,,Myrtaceae,Myrtales,Magnoliopsida,Omeo gum,EUNE,Tree,Hardwood,Evergreen,Slow,Long (55+yrs),23
Eucalyptus,nicholii,,Myrtaceae,Myrtales,Magnoliopsida,Willow-leaved gimlet,EUNI,Tree,Hardwood,Evergreen,Fast,,40
Eucalyptus,nitens,,Myrtaceae,Myrtales,Magnoliopsida,Silvertop,EUNI1,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),231
Eucalyptus,nortonii,,Myrtaceae,Myrtales,Magnoliopsida,Long-leaved box,EUNO,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),50
Eucalyptus,notabilis,,Myrtaceae,Myrtales,Magnoliopsida,Blue Mountains mahogany,EUNO1,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),99
Eucalyptus,nova-anglica,,Myrtaceae,Myrtales,Magnoliopsida,New England Peppermint,EUNO2,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),15
Eucalyptus,nutans,,Myrtaceae,Myrtales,Magnoliopsida,Red-flowered moort,EUNU,Shrub or small tree,Hardwood,Evergreen,Fast,,32
Eucalyptus,obliqua,,Myrtaceae,Myrtales,Magnoliopsida,Messmate stringybark,EUOB,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),297
Eucalyptus,obtusiflora,,Myrtaceae,Myrtales,Magnoliopsida,Dongarra mallee,EUOB1,Tree,Hardwood,Evergreen,Slow,Long (55+yrs),13
Eucalyptus,occidentalis,,Myrtaceae,Myrtales,Magnoliopsida,Flat-top yate,EUOC9,Tree,Hardwood,Evergreen,,,70
Eucalyptus,odorata,,Myrtaceae,Myrtales,Magnoliopsida,Peppermint box,EUOD,Tree,Hardwood,Evergreen,Fast,,40
Eucalyptus,oleosa ssp. oleosa,,Myrtaceae,Myrtales,Magnoliopsida,Red Morrell,EUOL1OL,Tree,Hardwood,Evergreen,Slow,Long (55+yrs),8
Eucalyptus,olsenii,,Myrtaceae,Myrtales,Magnoliopsida,Woila gum,EUOL,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),40
Eucalyptus,orbifolia,,Myrtaceae,Myrtales,Magnoliopsida,Round-leaved Mallee,EUOR,Tree,Hardwood,Evergreen,Slow,Long (55+yrs),5
Eucalyptus,oreades,,Myrtaceae,Myrtales,Magnoliopsida,Blue Mountains Ash,EUOR1,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),40
Eucalyptus,ovata,,Myrtaceae,Myrtales,Magnoliopsida,Swamp gum,EUOVOV,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),66
Eucalyptus,pachyphylla,,Myrtaceae,Myrtales,Magnoliopsida,Red Bud Mallee,EUPA3,Tree,Hardwood,Evergreen,Slow,Long (55+yrs),5
Eucalyptus,paliformis,,Myrtaceae,Myrtales,Magnoliopsida,Wadbilliga Ash,EUPA4,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),12
Eucalyptus,paniculata,,Myrtaceae,Myrtales,Magnoliopsida,Gray ironbark,EUPA,Tree,Hardwood,Evergreen,Fast,,130
Eucalyptus,parramattensis,,Myrtaceae,Myrtales,Magnoliopsida,Calgaroo,EUPA1,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),50
Eucalyptus,parvula,,Myrtaceae,Myrtales,Magnoliopsida,Kybean gum,EUPA26,Tree,Hardwood,Evergreen,,,50
Eucalyptus,pauciflora,,Myrtaceae,Myrtales,Magnoliopsida,Eucalyptus pauciflora,EUPA9,Tree,Hardwood,Evergreen,,,8
Eucalyptus,pauciflora ssp. niphophila,Eucalyptus niphophila,Myrtaceae,Myrtales,Magnoliopsida,White Sallee,EUPA3NI,Tree,Hardwood,Evergreen,Slow,Long (55+yrs),7
Eucalyptus,pauciflora ssp. pauciflora,Eucalyptus pauciflora pauciflora,Myrtaceae,Myrtales,Magnoliopsida,Snow gum,EUPA3PA,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),99
Eucalyptus,pellita,,Myrtaceae,Myrtales,Magnoliopsida,Large-fruit red mahogany,EUPE1,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),132
Eucalyptus,perriniana,,Myrtaceae,Myrtales,Magnoliopsida,Spinning gum,EUPE2,Tree,Hardwood,Evergreen,Slow,Long (55+yrs),23
Eucalyptus,phenax,,Myrtaceae,Myrtales,Magnoliopsida,Kangaroo Island Mallee,EUPH,Tree,Hardwood,Evergreen,Slow,Long (55+yrs),8
Eucalyptus,phoenicea,,Myrtaceae,Myrtales,Magnoliopsida,Scarlet Gum,EUPH1,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),12
Eucalyptus,pilularis,,Myrtaceae,Myrtales,Magnoliopsida,Blackbutt,EUPI,Tree,Hardwood,Evergreen,Fast,,164
Eucalyptus,piperita,,Myrtaceae,Myrtales,Magnoliopsida,Sydney peppermint,EUPI2,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),66
Eucalyptus,planchoniana,,Myrtaceae,Myrtales,Magnoliopsida,Needlebark Stringybark,EUPL1,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),20
Eucalyptus,platypus,,Myrtaceae,Myrtales,Magnoliopsida,Moort,EUPL,Tree,Hardwood,Evergreen,Slow,Long (55+yrs),26
Eucalyptus,polyanthemos,,Myrtaceae,Myrtales,Magnoliopsida,Sliver dollar eucalyptus,EUPO,Tree,Hardwood,Evergreen,Fast,,45
Eucalyptus,polyanthemos ssp. polyanthemos,Eucalyptus polyanthemos polyanthemos,Myrtaceae,Myrtales,Magnoliopsida,Red box,EUPOPO,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),66
Eucalyptus,polybractea,,Myrtaceae,Myrtales,Magnoliopsida,Blue-leaved mallee,EUPO1,Tree,Hardwood,Evergreen,Slow,Long (55+yrs),26
Eucalyptus,populnea,,Myrtaceae,Myrtales,Magnoliopsida,Poplar Box,EUPO2,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),20
Eucalyptus,porosa,,Myrtaceae,Myrtales,Magnoliopsida,South Aust. Mallee Box,EUPO3,Tree,Hardwood,Evergreen,Slow,Long (55+yrs),12
Eucalyptus,prava,,Myrtaceae,Myrtales,Magnoliopsida,Orange Gum,EUPR5,Tree,Hardwood,Evergreen,,,50
Eucalyptus,propinqua,,Myrtaceae,Myrtales,Magnoliopsida,Small-fruited Grey Gum,EUPR,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),40
Eucalyptus,pulchella,,Myrtaceae,Myrtales,Magnoliopsida,White peppermint,EUPU,Tree,Hardwood,Evergreen,Fast,,75
Eucalyptus,pulverulenta,,Myrtaceae,Myrtales,Magnoliopsida,Silverleaf mountain gum,EUPU2,Tree,Hardwood,Evergreen,Fast,,28
Eucalyptus,pumila,,Myrtaceae,Myrtales,Magnoliopsida,Pokolbin Mallee,EUPU3,Tree,Hardwood,Evergreen,Slow,Long (55+yrs),5
Eucalyptus,punctata,,Myrtaceae,Myrtales,Magnoliopsida,Grey gum,EUPU1,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),116
Eucalyptus,pyriformis,,Myrtaceae,Myrtales,Magnoliopsida,Dowerin Rose,EUPY,Tree,Hardwood,Evergreen,Slow,Long (55+yrs),5
Eucalyptus,quadrangulata,,Myrtaceae,Myrtales,Magnoliopsida,White-topped box,EUQU,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),165
Eucalyptus,quadricostata,,Myrtaceae,Myrtales,Magnoliopsida,Square-fruited ironbark,EUQU1,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),33
Eucalyptus,racemosa ssp. racemosa,,Myrtaceae,Myrtales,Magnoliopsida,Snappy gum,EURARA1,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),66
Eucalyptus,racemosa ssp. rossii,,Myrtaceae,Myrtales,Magnoliopsida,Inland scribbly gum,EURARO,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),50
Eucalyptus,radiata,,Myrtaceae,Myrtales,Magnoliopsida,Narrow-leaved peppermint,EURA,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),132
Eucalyptus,radiata ssp. radiata,,Myrtaceae,Myrtales,Magnoliopsida,Narrow-leaf peppermint,EURARA,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),132
Eucalyptus,raveretiana,,Myrtaceae,Myrtales,Magnoliopsida,Black ironbox,EURA4,Tree,Hardwood,Evergreen,Fast,,75
Eucalyptus,recurva,,Myrtaceae,Myrtales,Magnoliopsida,Mongarlow Mallee,EURE1,Tree,Hardwood,Evergreen,Slow,Long (55+yrs),4
Eucalyptus,redunca,,Myrtaceae,Myrtales,Magnoliopsida,Black marlock,EURE,Shrub or small tree,Hardwood,Evergreen,Fast,,15
Eucalyptus,regnans,,Myrtaceae,Myrtales,Magnoliopsida,Mountain Ash,EURE3,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),90
Eucalyptus,resinifera,,Myrtaceae,Myrtales,Magnoliopsida,Redmahogany,EURE2,Tree,Hardwood,Evergreen,Fast,,123
Eucalyptus,risdonii,,Myrtaceae,Myrtales,Magnoliopsida,Risdon Peppermint,EURI,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),8
Eucalyptus,robusta,,Myrtaceae,Myrtales,Magnoliopsida,Beakpod euclayptus,EURO,Tree,Hardwood,Evergreen,Fast,Long (55+yrs),100
Eucalyptus,rodwayi,,Myrtaceae,Myrtales,Magnoliopsida,Swamp Peppermint,EURO1,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),20
Eucalyptus,rubida,,Myrtaceae,Myrtales,Magnoliopsida,Candlebark,EURU1,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),66
Eucalyptus,rudderi,,Myrtaceae,Myrtales,Magnoliopsida,Rudder's box,EURU2,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),99
Eucalyptus,rudis,,Myrtaceae,Myrtales,Magnoliopsida,Desert gum eucalyptus,EURU,Tree,Hardwood,Evergreen,Fast,,50
Eucalyptus,rugosa,,Myrtaceae,Myrtales,Magnoliopsida,Kingscote Mallee,EURU5,Tree,Hardwood,Evergreen,Slow,Long (55+yrs),10
Eucalyptus,rummeryi,,Myrtaceae,Myrtales,Magnoliopsida,Steel Box,EURU6,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),40
Eucalyptus,saligna,,Myrtaceae,Myrtales,Magnoliopsida,Sydney blue gum,EUSA,Tree,Hardwood,Evergreen,Fast,Long (55+yrs),160
Eucalyptus,saligna x botryoides,,Myrtaceae,Myrtales,Magnoliopsida,Eucalyptus saligna,EUSABO,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),182
Eucalyptus,salmonophloia,,Myrtaceae,Myrtales,Magnoliopsida,Salmon gum,EUSA1,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),83
Eucalyptus,salubris,,Myrtaceae,Myrtales,Magnoliopsida,Gimlet,EUSA2,Tree,Hardwood,Evergreen,Slow,Long (55+yrs),15
Eucalyptus,sargentii,,Myrtaceae,Myrtales,Magnoliopsida,Salt River Gum,EUSA4,Tree,Hardwood,Evergreen,Slow,Long (55+yrs),11
Eucalyptus,saxatilis,,Myrtaceae,Myrtales,Magnoliopsida,Suggan Buggan mallee,EUSA3,Tree,Hardwood,Evergreen,Slow,Long (55+yrs),16
Eucalyptus,scoparia,,Myrtaceae,Myrtales,Magnoliopsida,Wallangarra white gum,EUSC,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),50
Eucalyptus,seeana,,Myrtaceae,Myrtales,Magnoliopsida,Narrow-leaved red gum,EUSE,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),59
Eucalyptus,serraensis,,Myrtaceae,Myrtales,Magnoliopsida,Grampians Stringybark,EUSE1,Tree,Hardwood,Evergreen,Slow,Long (55+yrs),5
Eucalyptus,sessilis,,Myrtaceae,Myrtales,Magnoliopsida,Finke River Mallee,EUSE2,Tree,Hardwood,Evergreen,Slow,Long (55+yrs),5
Eucalyptus,siderophloia,,Myrtaceae,Myrtales,Magnoliopsida,Ironbark,EUSI3,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),20
Eucalyptus,sideroxylon,,Myrtaceae,Myrtales,Magnoliopsida,Mugga ironbark,EUSI,Tree,Hardwood,Evergreen,Fast,,73
Eucalyptus,sideroxylon ssp. sideroxylon,Eucalyptus sideroxylon Rosea,Myrtaceae,Myrtales,Magnoliopsida,Mugga,EUSIRO,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),25
Eucalyptus,sieberi,,Myrtaceae,Myrtales,Magnoliopsida,Silvertop ash,EUSI1,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),116
Eucalyptus,simmondsii,Eucalyptus nitida,Myrtaceae,Myrtales,Magnoliopsida,Smithton peppermint,EUSI2,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),132
Eucalyptus,smithii,,Myrtaceae,Myrtales,Magnoliopsida,Gully gum,EUSM1,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),148
Eucalyptus,socialis,Sambucus caerulea v. mexicana,Myrtaceae,Myrtales,Magnoliopsida,Red mallee,EUSO,Tree,Hardwood,Evergreen,Slow,Long (55+yrs),33
Eucalyptus,spathulata,,Myrtaceae,Myrtales,Magnoliopsida,Narrow-leaved gimlet,EUSP2,Shrub or small tree,Hardwood,Evergreen,Fast,,50
Eucalyptus,squamosa,,Myrtaceae,Myrtales,Magnoliopsida,Scaly bark,EUSQ,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),50
Eucalyptus,stellulata,,Myrtaceae,Myrtales,Magnoliopsida,Black sally,EUST,Tree,Hardwood,Evergreen,Slow,Long (55+yrs),50
Eucalyptus,stenostoma,,Myrtaceae,Myrtales,Magnoliopsida,Jillaga Ash,EUST2,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),25
Eucalyptus,stoatei,,Myrtaceae,Myrtales,Magnoliopsida,Scarlet Pear Gum,EUST4,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),6
Eucalyptus,stricklandii,,Myrtaceae,Myrtales,Magnoliopsida,Stickland's Gum,EUST5,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),9
Eucalyptus,stricta,,Myrtaceae,Myrtales,Magnoliopsida,Blue mountains mallee ash,EUST1,Tree,Hardwood,Evergreen,Slow,Long (55+yrs),23
Eucalyptus,strzeleckii,,Myrtaceae,Myrtales,Magnoliopsida,Wax-tip,EUST7,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),30
Eucalyptus,sturgissiana,,Myrtaceae,Myrtales,Magnoliopsida,Ettrema Mallee,EUST8,Tree,Hardwood,Evergreen,Slow,Long (55+yrs),5
Eucalyptus,subcrenulata,,Myrtaceae,Myrtales,Magnoliopsida,Tasmania Alpine YellowGum,EUSU,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),20
Eucalyptus,tenuiramis,,Myrtaceae,Myrtales,Magnoliopsida,Silver Peppermint,EUTE2,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),25
Eucalyptus,tereticornis,Eucalyptus umbellatus,Myrtaceae,Myrtales,Magnoliopsida,Horn cap eucalyptus,EUTE,Tree,Hardwood,Evergreen,Fast,,75
Eucalyptus,tereticornis ssp. mediana,,Myrtaceae,Myrtales,Magnoliopsida,Gippsland Red Gum,EUTEME,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),69
Eucalyptus,tetragona,Eucalyptus pleurocarpa,Myrtaceae,Myrtales,Magnoliopsida,Tallerack,EUTE1,Tree,Hardwood,Evergreen,Slow,Long (55+yrs),16
Eucalyptus,tetrapleura,,Myrtaceae,Myrtales,Magnoliopsida,Square-fruited Iron Bark,EUTE4,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),30
Eucalyptus,tetraptera,,Myrtaceae,Myrtales,Magnoliopsida,Four Wing Mallee,EUTE5,Tree,Hardwood,Evergreen,Slow,Long (55+yrs),4
Eucalyptus,thozetiana,,Myrtaceae,Myrtales,Magnoliopsida,Thozets Box,EUTH,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),17
Eucalyptus,tindaliae,,Myrtaceae,Myrtales,Magnoliopsida,Tindal's Stringybark,EUTI1,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),30
Eucalyptus,tintinnans,,Myrtaceae,Myrtales,Magnoliopsida,Ringing Gum,EUTI2,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),15
Eucalyptus,todtiana,,Myrtaceae,Myrtales,Magnoliopsida,Prickly Bark,EUTO,Tree,Hardwood,Evergreen,Slow,Long (55+yrs),5
Eucalyptus,torquata,,Myrtaceae,Myrtales,Magnoliopsida,Coral gum,EUTO11,Tree,Hardwood,Evergreen,Moderate,,28
Eucalyptus,tricarpa,,Myrtaceae,Myrtales,Magnoliopsida,Red ironbark,EUTR,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),116
Eucalyptus,triflora,,Myrtaceae,Myrtales,Magnoliopsida,Pigeon House Ash,EUTR1,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),12
Eucalyptus,trivalva,,Myrtaceae,Myrtales,Magnoliopsida,Desert Mallee,EUTR2,Tree,Hardwood,Evergreen,Slow,Long (55+yrs),5
Eucalyptus,umbra,,Myrtaceae,Myrtales,Magnoliopsida,Broad leaf white mahogany,EUUM,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),25
Eucalyptus,urnigera,,Myrtaceae,Myrtales,Magnoliopsida,Urn Gum,EUUR1,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),15
Eucalyptus,urophylla,,Myrtaceae,Myrtales,Magnoliopsida,Timor white gum,EUUR,Tree,Hardwood,Evergreen,Fast,,75
Eucalyptus,vernicosa,,Myrtaceae,Myrtales,Magnoliopsida,Varnished Gum,EUVE2,Tree,Hardwood,Evergreen,Moderate,Moderate (35 - 55yrs),4
Eucalyptus,verrucata,,Myrtaceae,Myrtales,Magnoliopsida,Mt Abrupt stringybark,EUVE,Tree,Hardwood,Evergreen,Slow,Long (55+yrs),16
Eucalyptus,victoriana,,Myrtaceae,Myrtales,Magnoliopsida,Eucalyptus victoriana,EUVI2,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),20
Eucalyptus,viminalis,,Myrtaceae,Myrtales,Magnoliopsida,Ribbon gum eucalyptus,EUVI,Tree,Hardwood,Evergreen,Fast,,70
Eucalyptus,viminalis ssp. pryoriana,,Myrtaceae,Myrtales,Magnoliopsida,Gippsland manna gum,EUVIPR,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),50
Eucalyptus,viminalis ssp. viminalis,,Myrtaceae,Myrtales,Magnoliopsida,Manna gum,EUVIVI,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),297
Eucalyptus,viridis,,Myrtaceae,Myrtales,Magnoliopsida,Green mallee,EUVI1,Tree,Hardwood,Evergreen,Slow,Long (55+yrs),26
Eucalyptus,viridis ssp. wimmerensis,,Myrtaceae,Myrtales,Magnoliopsida,Broad-leaved green mallee,EUVIWI,Tree,Hardwood,Evergreen,Slow,Long (55+yrs),26
Eucalyptus,websteriana,,Myrtaceae,Myrtales,Magnoliopsida,Websters Mallee,EUWE,Tree,Hardwood,Evergreen,Slow,Long (55+yrs),5
Eucalyptus,wilcoxii,,Myrtaceae,Myrtales,Magnoliopsida,Deua Gum,EUWI,Tree,Hardwood,Evergreen,Slow,Long (55+yrs),10
Eucalyptus,willisii ssp. willisii,,Myrtaceae,Myrtales,Magnoliopsida,Grampians Peppermint,EUWI1,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),15
Eucalyptus,woodwardii,,Myrtaceae,Myrtales,Magnoliopsida,Lemon-flowered Gum,EUWO,Tree,Hardwood,Evergreen,Slow,Long (55+yrs),10
Eucalyptus,woodwardii x torquata,,Myrtaceae,Myrtales,Magnoliopsida,Torwood Gum,EUWO1,Tree,Hardwood,Evergreen,Slow,Long (55+yrs),12
Eucalyptus,woollsiana,Eucalyptus pilligaensis,Myrtaceae,Myrtales,Magnoliopsida,Narrow-leaved grey box,EUPI1,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),82
Eucalyptus,x mortoniana,,Myrtaceae,Myrtales,Magnoliopsida,Morton eucalyptus,EUMO5,Tree,Hardwood,Evergreen,Fast,,75
Eucalyptus,yarraensis,,Myrtaceae,Myrtales,Magnoliopsida,Yarra gum,EUYA,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),50
Eucalyptus,youmanii,,Myrtaceae,Myrtales,Magnoliopsida,Yourman's stringybark,EUYO,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),66
Euclea,racemosa,,Euphorbiaceae,Euphorbiales,Magnoliopsida,Sea guarrie,EURA1,Shrub or small tree,Hardwood,Evergreen,Fast,Short (0 - 35yrs),23
Eucommia,ulmoides,,Eucommiaceae,Eucommiales,Magnoliopsida,Hardy rubber tree,EUUL,Tree,Hardwood,Deciduous,Slow,Long (55+yrs),43
Eucryphia,cordifolia,,Eucryphiaceae,Rosales,Magnoliopsida,Ulmo,EUCO15,Tree,Hardwood,Evergreen,,,20
Eucryphia,glutinosa,,Eucryphiaceae,Rosales,Magnoliopsida,Nirrhe,EUGL3,Shrub,Hardwood,Deciduous,Moderate,Moderate (35 - 55yrs),8
Eucryphia,lucida,,Eucryphiaceae,Rosales,Magnoliopsida,Leatherwood,EULU4,Tree,Hardwood,Evergreen,Moderate,Moderate (35 - 55yrs),10
Eucryphia,moorei,,Eucryphiaceae,Rosales,Magnoliopsida,Pinkwood,EUMO9,Tree,Hardwood,Evergreen,,,20
Eucryphia,x nymansensis,,Eucryphiaceae,Rosales,Magnoliopsida,Nymansay eucryphia,EUNY,Shrub or small tree,Hardwood,Evergreen,,,20
Eugenia,axillaris,"Myrtus axillaris, Eugenia anthera",Myrtaceae,Myrtales,Magnoliopsida,White stopper,EUAX,Shrub or small tree,Hardwood,Evergreen,Moderate,Moderate (35 - 55yrs),20
Eugenia,bahiensis,,Myrtaceae,Myrtales,Magnoliopsida,Eugenia bahiensis,EUBA10,Tree,Hardwood,Evergreen,,,20
Eugenia,batingabranca,,Myrtaceae,Myrtales,Magnoliopsida,Eugenia batingabranca,EUBA9,Tree,Hardwood,Evergreen,,,20
Eugenia,bellonis,Myrtus bellonis,Myrtaceae,Myrtales,Magnoliopsida,Puerto rico stopper,EUBE4,Shrub,Hardwood,Evergreen,Moderate,,28
Eugenia,biflora,Eugenia lancea,Myrtaceae,Myrtales,Magnoliopsida,Blackrodwood,EUBI,Shrub or small tree,Hardwood,Evergreen,Moderate,Moderate (35 - 55yrs),28
Eugenia,boqueronensis,,Myrtaceae,Myrtales,Magnoliopsida,Sierra de cayey stopper,EUBO3,Shrub or small tree,Hardwood,Evergreen,Moderate,Moderate (35 - 55yrs),28
Eugenia,borinquensis,,Myrtaceae,Myrtales,Magnoliopsida,Guayabota de sierra,EUBO4,Shrub or small tree,Hardwood,Evergreen,Moderate,Moderate (35 - 55yrs),28
Eugenia,brasiliensis,,Myrtaceae,Myrtales,Magnoliopsida,Brazilian cherry,EUBR4,Tree,Hardwood,Evergreen,Slow,Long (55+yrs),30
Eugenia,candolleana,,Myrtaceae,Myrtales,Magnoliopsida,Cambui roxo,EUMU4,Tree,Hardwood,Evergreen,,,20
Eugenia,confusa,,Myrtaceae,Myrtales,Magnoliopsida,Redberry stopper,EUCO4,Shrub or small tree,Hardwood,Evergreen,Moderate,Moderate (35 - 55yrs),20
Eugenia,cordata,,Myrtaceae,Myrtales,Magnoliopsida,Lathberry,EUCO5,Shrub or small tree,Hardwood,Evergreen,Moderate,Moderate (35 - 55yrs),28
Eugenia,domingensis,Eugenia aeruginea,Myrtaceae,Myrtales,Magnoliopsida,Serrette guave,EUDO,Tree,Hardwood,Evergreen,Moderate,Moderate (35 - 55yrs),28
